Date,Adj Close,Close,High,Low,Open,Volume
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA
Date,,,,,,
2018-01-02 00:00:00+00:00,21.3686676,21.3686676,21.47400093,20.73333359,20.79999924,65283000
2018-01-03 00:00:00+00:00,21.14999962,21.14999962,21.68333244,21.03666687,21.39999962,67822500
2018-01-04 00:00:00+00:00,20.9746666,20.9746666,21.23666763,20.37866783,20.8579998,149194500
2018-01-05 00:00:00+00:00,21.10533333,21.10533333,21.14933205,20.79999924,21.1079998,68868000
2018-01-08 00:00:00+00:00,22.42733383,22.42733383,22.46800041,21.03333282,21.06666756,147891000
2018-01-09 00:00:00+00:00,22.24600029,22.24600029,22.58666611,21.82666779,22.34399986,107199000
2018-01-10 00:00:00+00:00,22.31999969,22.31999969,22.46666718,22,22.14666748,64648500
2018-01-11 00:00:00+00:00,22.53000069,22.53000069,22.9873333,22.21733284,22.34933281,99682500
2018-01-12 00:00:00+00:00,22.41466713,22.41466713,22.69400024,22.24466705,22.57533264,72376500
2018-01-16 00:00:00+00:00,22.67066765,22.67066765,23,22.31999969,22.50266647,97114500
2018-01-17 00:00:00+00:00,23.1439991,23.1439991,23.26666641,22.64999962,22.69799995,106552500
2018-01-18 00:00:00+00:00,22.97133255,22.97133255,23.48666763,22.91600037,23.04466629,85287000
2018-01-19 00:00:00+00:00,23.33466721,23.33466721,23.37266731,22.84000015,23,73324500
2018-01-22 00:00:00+00:00,23.43733215,23.43733215,23.85533333,23.28000069,23.29333305,93156000
2018-01-23 00:00:00+00:00,23.51933289,23.51933289,24.03333282,23.39999962,24,81981000
2018-01-24 00:00:00+00:00,23.0593338,23.0593338,23.64999962,22.90133286,23.63866615,79312500
2018-01-25 00:00:00+00:00,22.50933266,22.50933266,23.28000069,22.42666626,23.21800041,101104500
2018-01-26 00:00:00+00:00,22.85666656,22.85666656,22.93333244,22.38066673,22.76666641,68091000
2018-01-29 00:00:00+00:00,23.30200005,23.30200005,23.38999939,22.55200005,22.65666771,71206500
2018-01-30 00:00:00+00:00,23.05466652,23.05466652,23.21800041,22.8113327,23.00933266,70765500
2018-01-31 00:00:00+00:00,23.6206665,23.6206665,23.74600029,23.0126667,23.1673336,93211500
2018-02-01 00:00:00+00:00,23.28333282,23.28333282,23.97733307,23.24200058,23.39999962,62965500
2018-02-02 00:00:00+00:00,22.91666794,22.91666794,23.46333313,22.70066643,23.22933388,55572000
2018-02-05 00:00:00+00:00,22.20866776,22.20866776,22.96466637,22.20000076,22.53133392,66961500
2018-02-06 00:00:00+00:00,22.26466751,22.26466751,22.41466713,21.56666756,21.68066788,76326000
2018-02-07 00:00:00+00:00,23,23,23.06666756,22.37733269,22.59933281,104538000
2018-02-08 00:00:00+00:00,21.01533318,21.01533318,23.24133301,20.97333336,22.88733292,154719000
2018-02-09 00:00:00+00:00,20.69466782,20.69466782,21.39866638,19.65066719,21.32866669,194005500
2018-02-12 00:00:00+00:00,21.04866791,21.04866791,21.20533371,20.41666794,21.07533264,93417000
2018-02-13 00:00:00+00:00,21.57733345,21.57733345,21.61266708,20.83399963,21.00133324,68403000
2018-02-14 00:00:00+00:00,21.4873333,21.4873333,21.74466705,21.23466682,21.38933372,59260500
2018-02-15 00:00:00+00:00,22.27133369,22.27133369,22.27466774,21.49333382,21.63333321,88693500
2018-02-16 00:00:00+00:00,22.36599922,22.36599922,22.87466621,22.10933304,22.16666794,84639000
2018-02-20 00:00:00+00:00,22.31800079,22.31800079,22.72266769,22.10000038,22.29800034,60141000
2018-02-21 00:00:00+00:00,22.21999931,22.21999931,22.64599991,22.21133232,22.40200043,48294000
2018-02-22 00:00:00+00:00,23.07799911,23.07799911,23.16266632,22.31666756,22.3686676,104547000
2018-02-23 00:00:00+00:00,23.46999931,23.46999931,23.66600037,23.13999939,23.1886673,87261000
2018-02-26 00:00:00+00:00,23.82799911,23.82799911,23.93333244,23.49066734,23.56666756,65100000
2018-02-27 00:00:00+00:00,23.39933205,23.39933205,23.99933243,23.33399963,23.75,71961000
2018-02-28 00:00:00+00:00,22.8706665,22.8706665,23.68266678,22.81466675,23.50466728,91045500
2018-03-01 00:00:00+00:00,22.06200027,22.06200027,23.24466705,22.00466728,23.00066757,103284000
2018-03-02 00:00:00+00:00,22.34133339,22.34133339,22.34799957,21.53133392,21.79866791,76392000
2018-03-05 00:00:00+00:00,22.22333336,22.22333336,22.51666641,21.95266724,22.15933228,57357000
2018-03-06 00:00:00+00:00,21.87999916,21.87999916,22.42466736,21.80200005,22.25,64285500
2018-03-07 00:00:00+00:00,22.15333366,22.15333366,22.16666794,21.44933319,21.69599915,75109500
2018-03-08 00:00:00+00:00,21.94000053,21.94000053,22.21999931,21.75133324,22.1906662,53493000
2018-03-09 00:00:00+00:00,21.8113327,21.8113327,21.89933205,21.49133301,21.60666656,82602000
2018-03-12 00:00:00+00:00,23.0340004,23.0340004,23.14733315,21.76666641,21.90733337,123960000
2018-03-13 00:00:00+00:00,22.78933334,22.78933334,23.14733315,21.76666641,21.90733337,89487000
2018-03-14 00:00:00+00:00,21.7753334,21.7753334,22.65399933,21.5953331,22.45066643,119511000
2018-03-15 00:00:00+00:00,21.70666695,21.70666695,22.19000053,21.40666771,21.95866776,98472000
2018-03-16 00:00:00+00:00,21.42333221,21.42333221,21.82666779,21.27133369,21.52866745,91759500
2018-03-19 00:00:00+00:00,20.90399933,20.90399933,21.38333321,20.64466667,21.10000038,112264500
2018-03-20 00:00:00+00:00,20.7033329,20.7033329,21.08333206,20.58399963,20.99133301,71464500
2018-03-21 00:00:00+00:00,21.10199928,21.10199928,21.49600029,20.67933273,20.68333244,89376000
2018-03-22 00:00:00+00:00,20.60666656,20.60666656,21.25466728,20.54533386,20.9260006,74097000
2018-03-23 00:00:00+00:00,20.10266685,20.10266685,20.75,20.03000069,20.75,99823500
2018-03-26 00:00:00+00:00,20.27866745,20.27866745,20.50600052,19.42399979,20.4893322,125628000
2018-03-27 00:00:00+00:00,18.61199951,18.61199951,20.28466606,18.47866631,20.26666641,208080000
2018-03-28 00:00:00+00:00,17.18533325,17.18533325,17.91200066,16.80666733,17.63866615,315021000
2018-03-29 00:00:00+00:00,17.74200058,17.74200058,18.06399918,16.54733276,17.09933281,227560500
