Date,Adj Close,Close,High,Low,Open,Volume
Ticker,ADBE,ADBE,ADBE,ADBE,ADBE,ADBE
Date,,,,,,
2019-02-12 00:00:00+00:00,261.3699951,261.3699951,262.25,258.6700134,260.1499939,2518400
2019-02-13 00:00:00+00:00,260.230011,260.230011,263.3599854,259.3699951,263.1300049,1899700
2019-02-14 00:00:00+00:00,260.1400146,260.1400146,261.7099915,258.0100098,259.3999939,1885000
2019-02-15 00:00:00+00:00,259.4500122,259.4500122,260.9700012,258.0700073,260.3399963,2999200
2019-02-19 00:00:00+00:00,257.8099976,257.8099976,260.0599976,256.4500122,258.980011,3475600
2019-02-20 00:00:00+00:00,258.1000061,258.1000061,260.9899902,255.9199982,258.1300049,2484800
2019-02-21 00:00:00+00:00,257.7600098,257.7600098,259.3500061,255.1199951,257.2999878,2607400
2019-02-22 00:00:00+00:00,258.8999939,258.8999939,260.2399902,257.6099854,257.6099854,2006000
2019-02-25 00:00:00+00:00,258.6199951,258.6199951,262.980011,258.1799927,261.5,1815800
2019-02-26 00:00:00+00:00,261.2200012,261.2200012,262.5799866,256.3699951,258,2538900
2019-02-27 00:00:00+00:00,262.8999939,262.8999939,263.0799866,256.519989,259.769989,2266800
2019-02-28 00:00:00+00:00,262.5,262.5,266.2399902,261.7600098,262.3999939,3810300
2019-03-01 00:00:00+00:00,264.0100098,264.0100098,266.2399902,261.5,265.75,2594000
2019-03-04 00:00:00+00:00,258.1600037,258.1600037,267,254.0800018,266.7000122,2994900
2019-03-05 00:00:00+00:00,257.3800049,257.3800049,259.8699951,256.3699951,259,2101800
2019-03-06 00:00:00+00:00,256.3999939,256.3999939,259.4899902,253.8399963,257.3999939,1950500
2019-03-07 00:00:00+00:00,255.4600067,255.4600067,257.4899902,253.2899933,255.7700043,3185200
2019-03-08 00:00:00+00:00,254.7400055,254.7400055,255.0200043,249.1000061,251.4900055,2195400
2019-03-11 00:00:00+00:00,260.9599915,260.9599915,261.4599915,255.7700043,255.9799957,2711700
2019-03-12 00:00:00+00:00,263.5100098,263.5100098,264.75,259.0100098,261.8599854,2583500
2019-03-13 00:00:00+00:00,264.3800049,264.3800049,269.7999878,264.1300049,265.5,3992500
2019-03-14 00:00:00+00:00,267.6900024,267.6900024,268,263.519989,265.2600098,5113400
2019-03-15 00:00:00+00:00,257.0899963,257.0899963,260,252.0299988,258.0299988,12110500
2019-03-18 00:00:00+00:00,257.7600098,257.7600098,259.9599915,253.8899994,257.1099854,4013400
2019-03-19 00:00:00+00:00,260.4200134,260.4200134,260.6400146,256.3399963,259.4299927,4257300
2019-03-20 00:00:00+00:00,259.7399902,259.7399902,262.2999878,256.1700134,260.5400085,3732600
2019-03-21 00:00:00+00:00,264.1799927,264.1799927,264.3399963,258.3999939,259,2359900
2019-03-22 00:00:00+00:00,259.6900024,259.6900024,264.6400146,259.519989,263.4700012,3454000
2019-03-25 00:00:00+00:00,262.269989,262.269989,263.1199951,257.1000061,259.2099915,2639300
2019-03-26 00:00:00+00:00,265.5899963,265.5899963,267.7399902,263.8399963,265.0499878,3150100
2019-03-27 00:00:00+00:00,262.3399963,262.3399963,265.9700012,259.0400085,265.5299988,2521900
2019-03-28 00:00:00+00:00,263.5299988,263.5299988,265.1700134,260.8800049,263.5,2018000
2019-03-29 00:00:00+00:00,266.4899902,266.4899902,266.75,264.2000122,265.4700012,2097400
2019-04-01 00:00:00+00:00,272.1700134,272.1700134,272.3900146,268.1900024,269.8500061,2970100
2019-04-02 00:00:00+00:00,271.3500061,271.3500061,273,267.6300049,272.8900146,1877800
2019-04-03 00:00:00+00:00,271.5,271.5,274.1799927,270.980011,273.7099915,2432800
2019-04-04 00:00:00+00:00,267.8900146,267.8900146,271.4700012,263.7200012,270.980011,2947400
2019-04-05 00:00:00+00:00,267.4500122,267.4500122,269.9400024,266.5899963,269.4400024,1970500
2019-04-08 00:00:00+00:00,268.8099976,268.8099976,269.0899963,264.7000122,266.9599915,1796800
2019-04-09 00:00:00+00:00,268.9899902,268.9899902,269.9899902,266.7999878,267.1199951,1605900
2019-04-10 00:00:00+00:00,271.5799866,271.5799866,272.1600037,269.0100098,269.4700012,1469700
2019-04-11 00:00:00+00:00,271.8999939,271.8999939,272.9200134,270.769989,271.9500122,2085600
2019-04-12 00:00:00+00:00,271.8599854,271.8599854,273.5100098,270.8200073,273.0100098,1681100
2019-04-15 00:00:00+00:00,272.2200012,272.2200012,273.7099915,270.6199951,271.8599854,1462300
2019-04-16 00:00:00+00:00,271.4299927,271.4299927,273.3900146,269.6400146,273.0700073,1638400
2019-04-17 00:00:00+00:00,269.4500122,269.4500122,272.6700134,268.4400024,272.1700134,2391500
2019-04-18 00:00:00+00:00,270.5700073,270.5700073,270.8200073,266.6400146,270.0899963,2028900
2019-04-22 00:00:00+00:00,272.2099915,272.2099915,272.3200073,269.2000122,269.8200073,1364700
2019-04-23 00:00:00+00:00,278.4899902,278.4899902,278.8900146,271.5899963,272.5400085,2693600
2019-04-24 00:00:00+00:00,275.4500122,275.4500122,280.1700134,275.25,279.2200012,1867600
2019-04-25 00:00:00+00:00,277.6600037,277.6600037,279.519989,274.3800049,278.3999939,1747200
2019-04-26 00:00:00+00:00,281.9599915,281.9599915,282,275.7900085,278.1799927,2114000
2019-04-29 00:00:00+00:00,286.1400146,286.1400146,291.7099915,285.3800049,286.4599915,5592400
2019-04-30 00:00:00+00:00,289.25,289.25,289.769989,285.25,286.1000061,3068000
2019-05-01 00:00:00+00:00,283.3500061,283.3500061,291,283.1900024,291,2056200
2019-05-02 00:00:00+00:00,279.6400146,279.6400146,284.5899963,278.1499939,283.1400146,2482300
2019-05-03 00:00:00+00:00,285.5799866,285.5799866,286.3500061,282.3900146,282.5599976,1979500
2019-05-06 00:00:00+00:00,283.6600037,283.6600037,284.2200012,275.8099976,277.6000061,1994500
2019-05-07 00:00:00+00:00,277.0700073,277.0700073,280.6499939,273.6700134,278.8200073,2568000
2019-05-08 00:00:00+00:00,276.769989,276.769989,278.3699951,274.1600037,275.8299866,2610800
2019-05-09 00:00:00+00:00,275.7900085,275.7900085,277.1199951,270.7999878,274.1600037,1866800
2019-05-10 00:00:00+00:00,278.480011,278.480011,279.5,270.3200073,273.5799866,2097500
2019-05-13 00:00:00+00:00,267.7000122,267.7000122,274.1900024,267.2200012,270.5700073,2698300
2019-05-14 00:00:00+00:00,271.8599854,271.8599854,274.230011,269.2900085,269.4299927,2046600
2019-05-15 00:00:00+00:00,276.8200073,276.8200073,276.9500122,269.5,269.8200073,2708600
2019-05-16 00:00:00+00:00,283.5499878,283.5499878,285.8699951,278.3999939,278.6300049,3413100
2019-05-17 00:00:00+00:00,279.8500061,279.8500061,284.4100037,279.0700073,281.6799927,2223500
2019-05-20 00:00:00+00:00,275.4500122,275.4500122,277.8900146,273.3999939,276.1000061,2392000
2019-05-21 00:00:00+00:00,278.0700073,278.0700073,280,277.0499878,278.2099915,1793500
2019-05-22 00:00:00+00:00,281.8200073,281.8200073,282.7399902,277.2600098,277.4200134,1570500
2019-05-23 00:00:00+00:00,274.25,274.25,278.4299927,271.6900024,278.2900085,2706400
2019-05-24 00:00:00+00:00,274.769989,274.769989,277.480011,273.5400085,273.5400085,1878300
2019-05-28 00:00:00+00:00,278.25,278.25,281.4500122,275.3699951,276.4899902,2475800
2019-05-29 00:00:00+00:00,273.3800049,273.3800049,276.7999878,272.2799988,275.2900085,1806000
2019-05-30 00:00:00+00:00,274.5100098,274.5100098,275.0899963,272.4299927,274.4299927,1601100
2019-05-31 00:00:00+00:00,270.8999939,270.8999939,272.9100037,268.75,271.2799988,2526600
2019-06-03 00:00:00+00:00,259.0299988,259.0299988,272.8099976,257.5299988,270.5100098,3903400
2019-06-04 00:00:00+00:00,268.7099915,268.7099915,268.9299927,257.4599915,263.269989,3750800
2019-06-05 00:00:00+00:00,272.8599854,272.8599854,273.2099915,268.3900146,272.7799988,2650400
2019-06-06 00:00:00+00:00,274.7999878,274.7999878,275.7600098,271.0499878,273.7200012,2211800
2019-06-07 00:00:00+00:00,278.1600037,278.1600037,282.3699951,275.5100098,275.8699951,2758900
2019-06-10 00:00:00+00:00,280.3399963,280.3399963,284.980011,280.2000122,280.980011,2487700
2019-06-11 00:00:00+00:00,275.9899902,275.9899902,284.8900146,272.0299988,283.9100037,2969300
2019-06-12 00:00:00+00:00,276.8399963,276.8399963,277.5599976,274.5799866,276.1300049,1313700
2019-06-13 00:00:00+00:00,276.2999878,276.2999878,278.9599915,275.9200134,278.5899963,1696400
2019-06-14 00:00:00+00:00,274.2799988,274.2799988,277.1000061,274,275.9100037,2262800
2019-06-17 00:00:00+00:00,275.6000061,275.6000061,277.4700012,274.6300049,274.6300049,2254200
2019-06-18 00:00:00+00:00,276.7799988,276.7799988,280.4899902,276.6199951,280.3699951,4529300
2019-06-19 00:00:00+00:00,291.2099915,291.2099915,292,284.3399963,287,9738600
2019-06-20 00:00:00+00:00,302.1099854,302.1099854,302.6600037,293.25,293.25,5632500
2019-06-21 00:00:00+00:00,299.3299866,299.3299866,304,299.0899963,301.4599915,4015500
2019-06-24 00:00:00+00:00,299.8699951,299.8699951,302.5799866,298.6900024,300,2868900
2019-06-25 00:00:00+00:00,287.9700012,287.9700012,300.6499939,287,299.2099915,4638500
2019-06-26 00:00:00+00:00,288.7200012,288.7200012,292.7600098,288.7000122,291.2600098,2896800
2019-06-27 00:00:00+00:00,293.230011,293.230011,294.6700134,290.0400085,290.0400085,2596800
2019-06-28 00:00:00+00:00,294.6499939,294.6499939,295.1000061,291.9500122,294.5,2648300
2019-07-01 00:00:00+00:00,300.9700012,300.9700012,301.8999939,297.6600037,299.5499878,2619500
2019-07-02 00:00:00+00:00,301.3900146,301.3900146,301.5799866,299.3599854,301.1900024,1816600
2019-07-03 00:00:00+00:00,305.7000122,305.7000122,305.8599854,301.2900085,302,1585300
2019-07-05 00:00:00+00:00,303.980011,303.980011,305.2399902,298.9299927,304.0100098,2872700
2019-07-08 00:00:00+00:00,302.9200134,302.9200134,303.1099854,300.1300049,302.7600098,1909200
2019-07-09 00:00:00+00:00,304.2000122,304.2000122,305.1300049,300.2200012,300.5599976,1644300
2019-07-10 00:00:00+00:00,306.980011,306.980011,309.3200073,305.1000061,305.1000061,1954100
2019-07-11 00:00:00+00:00,307.6000061,307.6000061,310.1700134,305.8999939,307.3900146,1951500
2019-07-12 00:00:00+00:00,309.4200134,309.4200134,309.7000122,304.9599915,308.0100098,1624800
2019-07-15 00:00:00+00:00,308.7600098,308.7600098,310.4599915,307.7200012,310,1161600
2019-07-16 00:00:00+00:00,305.7000122,305.7000122,308.4599915,305.0700073,308,1838700
2019-07-17 00:00:00+00:00,309.3900146,309.3900146,310.9599915,306.75,307.1300049,2298100
2019-07-18 00:00:00+00:00,310.0799866,310.0799866,310.9200134,306.8500061,307.2099915,1597200
2019-07-19 00:00:00+00:00,306.8699951,306.8699951,313.1099854,305.269989,311.5599976,2100200
2019-07-22 00:00:00+00:00,308.5499878,308.5499878,309.9200134,307.1400146,308.3900146,1336400
2019-07-23 00:00:00+00:00,307.8800049,307.8800049,309.980011,305.2200012,309.9100037,1826800
2019-07-24 00:00:00+00:00,310.269989,310.269989,310.730011,305.8099976,305.8099976,1458800
2019-07-25 00:00:00+00:00,308.730011,308.730011,309.6600037,306.1000061,308.6600037,1378500
2019-07-26 00:00:00+00:00,311.269989,311.269989,312.5,309.2600098,309.9700012,1507800
2019-07-29 00:00:00+00:00,307.2200012,307.2200012,311.9400024,301.480011,311.9400024,2778400
2019-07-30 00:00:00+00:00,303.6400146,303.6400146,307.0899963,302.5499878,305.0700073,2158000
2019-07-31 00:00:00+00:00,298.8599854,298.8599854,304.9500122,295.1099854,303.6099854,3066900
2019-08-01 00:00:00+00:00,298.4400024,298.4400024,304.9899902,296.769989,299.1499939,3210200
2019-08-02 00:00:00+00:00,293.7099915,293.7099915,297.3500061,289.4200134,295.5700073,3400900
2019-08-05 00:00:00+00:00,280.3599854,280.3599854,286.8699951,276.7799988,285.0400085,4292600
2019-08-06 00:00:00+00:00,286.2099915,286.2099915,286.9899902,282.5,283.6300049,2552100
2019-08-07 00:00:00+00:00,289.019989,289.019989,290.2600098,282,282.2399902,2196700
2019-08-08 00:00:00+00:00,297.7799988,297.7799988,297.8699951,290.2000122,292.75,2506000
2019-08-09 00:00:00+00:00,294.8299866,294.8299866,298.269989,292.1499939,296.1400146,1451100
2019-08-12 00:00:00+00:00,288.6499939,288.6499939,294.4200134,287.4100037,293.1400146,1580500
2019-08-13 00:00:00+00:00,293.1700134,293.1700134,295.5,286.3900146,288.230011,2326400
2019-08-14 00:00:00+00:00,283.6600037,283.6600037,289.6499939,281.4299927,287.6000061,2586000
2019-08-15 00:00:00+00:00,282.7099915,282.7099915,286.4899902,280.8599854,285.6400146,2336800
2019-08-16 00:00:00+00:00,287.4500122,287.4500122,290.1499939,283.3200073,285.5799866,1954500
2019-08-19 00:00:00+00:00,287.9700012,287.9700012,291.769989,287.1700134,291.3200073,1955200
2019-08-20 00:00:00+00:00,285.7099915,285.7099915,288.6600037,285.3999939,287.9700012,1491000
2019-08-21 00:00:00+00:00,291.5299988,291.5299988,292.9200134,286.5100098,288.5400085,1520200
2019-08-22 00:00:00+00:00,287.6900024,287.6900024,292.8999939,285.1199951,292.5700073,1743200
2019-08-23 00:00:00+00:00,282.4400024,282.4400024,293.5700073,280.9700012,289.230011,2851900
2019-08-26 00:00:00+00:00,288.7399902,288.7399902,288.8900146,283.5100098,284.8599854,1792800
2019-08-27 00:00:00+00:00,289.4500122,289.4500122,291.8500061,286.5299988,290.6600037,1792300
2019-08-28 00:00:00+00:00,282.1300049,282.1300049,287.9899902,280.4200134,286.5499878,2776300
2019-08-29 00:00:00+00:00,286.6300049,286.6300049,287.7000122,283.6199951,285.7099915,2171900
2019-08-30 00:00:00+00:00,284.5100098,284.5100098,288.5,280.1199951,287.4100037,2373300
2019-09-03 00:00:00+00:00,282.4500122,282.4500122,287.4599915,281.3999939,284.25,1837000
2019-09-04 00:00:00+00:00,284.6000061,284.6000061,286.25,282.4599915,286.0400085,1516000
2019-09-05 00:00:00+00:00,287.75,287.75,288.0100098,281.519989,287.8299866,2835900
2019-09-06 00:00:00+00:00,284.9400024,284.9400024,289.5899963,283.9599915,288.2000122,2273100
2019-09-09 00:00:00+00:00,279.2999878,279.2999878,286.9299927,276.6000061,286.519989,3134500
2019-09-10 00:00:00+00:00,276.1400146,276.1400146,277.5799866,272.3399963,277.5799866,4097800
2019-09-11 00:00:00+00:00,277.7799988,277.7799988,280.3099976,274,277.6600037,2594000
2019-09-12 00:00:00+00:00,278.019989,278.019989,282.2799988,277.9400024,281,2955000
2019-09-13 00:00:00+00:00,278.3500061,278.3500061,280.2799988,276.3200073,278.2200012,2948600
2019-09-16 00:00:00+00:00,282.9299927,282.9299927,283.0499878,275.2999878,276.6199951,2774700
2019-09-17 00:00:00+00:00,284.6900024,284.6900024,285.2999878,280.3599854,284.0400085,4069200
2019-09-18 00:00:00+00:00,279.7200012,279.7200012,280.2900085,270.019989,275.3500061,7449700
2019-09-19 00:00:00+00:00,281.2600098,281.2600098,284.3699951,279.8299866,280.1700134,3163500
2019-09-20 00:00:00+00:00,277.9100037,277.9100037,283.2000122,274.9500122,281.6000061,4046500
2019-09-23 00:00:00+00:00,277.4400024,277.4400024,279.5799866,275.4100037,275.9299927,1966300
2019-09-24 00:00:00+00:00,272.4700012,272.4700012,280.7000122,271.0799866,279.5799866,3288100
2019-09-25 00:00:00+00:00,277.4299927,277.4299927,277.7099915,267.730011,271.8999939,3307300
2019-09-26 00:00:00+00:00,283.8099976,283.8099976,285.8999939,277.0100098,278.4599915,4270800
2019-09-27 00:00:00+00:00,277.5400085,277.5400085,284.980011,274.1199951,284.6300049,3167600
2019-09-30 00:00:00+00:00,276.25,276.25,279,275.1400146,277.5400085,3992300
2019-10-01 00:00:00+00:00,272.7099915,272.7099915,279.6499939,271.8699951,278.9899902,3245800
2019-10-02 00:00:00+00:00,266.6600037,266.6600037,271.1799927,265.1900024,271.1799927,3370100
2019-10-03 00:00:00+00:00,272.3999939,272.3999939,272.7999878,263.8500061,266.9200134,3545100
2019-10-04 00:00:00+00:00,276.9599915,276.9599915,278.0799866,273.1099854,273.1099854,2566300
2019-10-07 00:00:00+00:00,276.8999939,276.8999939,278.4899902,275.5899963,276.3200073,1823500
2019-10-08 00:00:00+00:00,270.8299866,270.8299866,275.4100037,270.7999878,274.4599915,2135900
2019-10-09 00:00:00+00:00,274.269989,274.269989,275.5499878,272.8599854,273.519989,1359400
2019-10-10 00:00:00+00:00,274.980011,274.980011,276.7099915,272.7900085,274.0599976,1562300
2019-10-11 00:00:00+00:00,278.2900085,278.2900085,281.269989,277.6300049,278.3699951,2087600
2019-10-14 00:00:00+00:00,277.7799988,277.7799988,279.4200134,277.1499939,278.1099854,1372600
2019-10-15 00:00:00+00:00,279.3900146,279.3900146,281.5100098,278.019989,278.1700134,1964000
2019-10-16 00:00:00+00:00,272.7000122,272.7000122,272.8099976,267.5100098,270.230011,4315200
2019-10-17 00:00:00+00:00,269.2399902,269.2399902,274.1199951,267.1499939,272.6099854,3319100
2019-10-18 00:00:00+00:00,265.519989,265.519989,269.6799927,262.1000061,269.3599854,4391000
2019-10-21 00:00:00+00:00,266.8399963,266.8399963,267.4299927,262.5700073,265.6300049,2868800
2019-10-22 00:00:00+00:00,261.0899963,261.0899963,269.2799988,260.6400146,268.4899902,3349100
2019-10-23 00:00:00+00:00,261.3200073,261.3200073,265.519989,259.5700073,261,3020400
2019-10-24 00:00:00+00:00,269.7000122,269.7000122,271.4599915,263.25,264.0400085,3511000
2019-10-25 00:00:00+00:00,270.980011,270.980011,271.6099854,267.019989,267.7999878,1822300
2019-10-28 00:00:00+00:00,271.3500061,271.3500061,272.2900085,268.3800049,271.5799866,2281900
2019-10-29 00:00:00+00:00,271.4500122,271.4500122,273.7200012,271.0599976,271.6799927,1723500
2019-10-30 00:00:00+00:00,278.4100037,278.4100037,278.6499939,272.6099854,273.25,2320800
2019-10-31 00:00:00+00:00,277.9299927,277.9299927,279.3200073,275.3099976,278.269989,2845400
2019-11-01 00:00:00+00:00,277.8200073,277.8200073,281.8299866,277.269989,279.1400146,2827200
2019-11-04 00:00:00+00:00,277.5,277.5,281.2099915,276.0499878,280.5599976,2790200
2019-11-05 00:00:00+00:00,289.2900085,289.2900085,292.8800049,283.6000061,292.1099854,6170600
2019-11-06 00:00:00+00:00,287.3999939,287.3999939,289.2600098,285.6099854,289.1099854,2762400
2019-11-07 00:00:00+00:00,290.769989,290.769989,293.480011,287,288.2999878,3201600
2019-11-08 00:00:00+00:00,292.4599915,292.4599915,292.4599915,288.480011,290.019989,1628500
2019-11-11 00:00:00+00:00,290.269989,290.269989,292.3399963,289.7000122,291.9500122,1777400
2019-11-12 00:00:00+00:00,291.7200012,291.7200012,294.1600037,290.269989,290.7900085,2084900
2019-11-13 00:00:00+00:00,293.5400085,293.5400085,293.7000122,290.2600098,291.8599854,1739900
2019-11-14 00:00:00+00:00,294.5299988,294.5299988,295.0799866,292.1499939,293.5400085,1459700
2019-11-15 00:00:00+00:00,297.5,297.5,297.5,293.5599976,296.5400085,2011300
2019-11-18 00:00:00+00:00,297.1600037,297.1600037,298.5599976,296,297.5499878,1632700
2019-11-19 00:00:00+00:00,300.6000061,300.6000061,300.7399902,296.3900146,298.75,2142700
2019-11-20 00:00:00+00:00,300.1000061,300.1000061,302.0499878,297.0499878,299.3900146,1841300
2019-11-21 00:00:00+00:00,298.7999878,298.7999878,300.3500061,296.6199951,298.9899902,1609800
2019-11-22 00:00:00+00:00,299.2999878,299.2999878,299.9200134,295.7999878,299.5899963,1508900
2019-11-25 00:00:00+00:00,305.2799988,305.2799988,305.4500122,300.480011,300.480011,2205400
2019-11-26 00:00:00+00:00,307.8999939,307.8999939,309.0599976,304.8900146,305,2619000
2019-11-27 00:00:00+00:00,309.0599976,309.0599976,309.1700134,305.7399902,308.5,1469700
2019-11-29 00:00:00+00:00,309.5299988,309.5299988,310,308,308.519989,1175100
2019-12-02 00:00:00+00:00,302.75,302.75,309.8999939,299.5100098,309.2200012,2891400
2019-12-03 00:00:00+00:00,303.9100037,303.9100037,304.4599915,297.3200073,298.2399902,1608500
2019-12-04 00:00:00+00:00,302.5100098,302.5100098,305.3299866,301.2799988,305,1522800
2019-12-05 00:00:00+00:00,303.0299988,303.0299988,304.2399902,301,303.1300049,1698100
2019-12-06 00:00:00+00:00,306.230011,306.230011,306.75,303.1600037,306.2000122,1733000
2019-12-09 00:00:00+00:00,307.0499878,307.0499878,310.9100037,306.7000122,308.9100037,2892500
2019-12-10 00:00:00+00:00,304.1700134,304.1700134,309.0299988,304.1000061,306.6199951,2155300
2019-12-11 00:00:00+00:00,303.7399902,303.7399902,305.3800049,301.480011,305.1499939,2928600
2019-12-12 00:00:00+00:00,305.9599915,305.9599915,306.5799866,300.7200012,303,3104600
2019-12-13 00:00:00+00:00,317.9400024,317.9400024,321.730011,313.7399902,314.1099854,6606700
2019-12-16 00:00:00+00:00,323.7999878,323.7999878,325.25,319.269989,319.269989,3436700
2019-12-17 00:00:00+00:00,322.8500061,322.8500061,325.0799866,321.75,325.0400085,2331900
2019-12-18 00:00:00+00:00,324.3800049,324.3800049,326.8200073,322.0100098,322.1000061,2332600
2019-12-19 00:00:00+00:00,327.6300049,327.6300049,327.9599915,324.2600098,324.3800049,2561400
2019-12-20 00:00:00+00:00,327.6099854,327.6099854,330,325.6199951,328.3699951,4233000
2019-12-23 00:00:00+00:00,328.9500122,328.9500122,329.8800049,327.2600098,328.8299866,2210600
2019-12-24 00:00:00+00:00,329.6400146,329.6400146,331.5400085,328.6799927,329,1066400
2019-12-26 00:00:00+00:00,331.2000122,331.2000122,331.2799988,329.6300049,329.6300049,1055100
2019-12-27 00:00:00+00:00,330.7900085,330.7900085,332.8800049,329.769989,332.8800049,1229800
2019-12-30 00:00:00+00:00,328.3399963,328.3399963,330.4700012,325.1700134,330.3500061,1896700
2019-12-31 00:00:00+00:00,329.8099976,329.8099976,329.9400024,326.25,326.25,1592300
2020-01-02 00:00:00+00:00,334.4299927,334.4299927,334.480011,329.1700134,330,1990100
2020-01-03 00:00:00+00:00,331.8099976,331.8099976,332.980011,328.6900024,329.1700134,1577600
2020-01-06 00:00:00+00:00,333.7099915,333.7099915,333.9100037,328.1900024,328.2900085,1874700
2020-01-07 00:00:00+00:00,333.3900146,333.3900146,334.7900085,332.3099976,334.1499939,2500800
2020-01-08 00:00:00+00:00,337.8699951,337.8699951,339.230011,333.3999939,333.8099976,2248500
2020-01-09 00:00:00+00:00,340.4500122,340.4500122,341.8099976,338.1900024,340.1400146,1626300
2020-01-10 00:00:00+00:00,339.8099976,339.8099976,343.3599854,339.6199951,342.0499878,1480400
2020-01-13 00:00:00+00:00,345.6300049,345.6300049,345.730011,341.2200012,341.5400085,2069200
2020-01-14 00:00:00+00:00,344.6300049,344.6300049,347.269989,343.1499939,347.0100098,2274400
2020-01-15 00:00:00+00:00,342.9400024,342.9400024,347.5,342.4599915,346.4200134,2213300
2020-01-16 00:00:00+00:00,345.3800049,345.3800049,345.9899902,342.7600098,345.980011,2439600
2020-01-17 00:00:00+00:00,349.7399902,349.7399902,349.9500122,346.3800049,349,2536100
2020-01-21 00:00:00+00:00,350,350,352.3699951,345.6199951,346.3699951,2121200
2020-01-22 00:00:00+00:00,350.0599976,350.0599976,354.2799988,349.9599915,352.6000061,1600300
2020-01-23 00:00:00+00:00,351.7600098,351.7600098,352.1600037,347.8500061,351.019989,2084400
2020-01-24 00:00:00+00:00,351.3699951,351.3699951,355.6900024,349.2000122,354.1000061,1640200
2020-01-27 00:00:00+00:00,346.8999939,346.8999939,349.8999939,340.3999939,341.0400085,2652000
2020-01-28 00:00:00+00:00,354.6300049,354.6300049,355.6600037,347.1199951,349,2270800
2020-01-29 00:00:00+00:00,351.6600037,351.6600037,356.7000122,351.3599854,356.7000122,1521300
2020-01-30 00:00:00+00:00,356.7399902,356.7399902,356.8200073,349.6900024,349.6900024,1834900
2020-01-31 00:00:00+00:00,351.1400146,351.1400146,355.8399963,348.2999878,355.8399963,3692900
2020-02-03 00:00:00+00:00,358,358,358.6700134,352.2900085,353.4100037,2693800
2020-02-04 00:00:00+00:00,366.7399902,366.7399902,367.4400024,360.4500122,363.4299927,3053000
2020-02-05 00:00:00+00:00,365.5499878,365.5499878,374.480011,362.3099976,373.9899902,2463400
2020-02-06 00:00:00+00:00,367.4599915,367.4599915,368.25,363.0100098,366.1600037,2224500
2020-02-07 00:00:00+00:00,366.0899963,366.0899963,369.3399963,364.3800049,366,2092700
2020-02-10 00:00:00+00:00,370,370,370.8099976,365.2200012,365.4400024,2426800
2020-02-11 00:00:00+00:00,369.2799988,369.2799988,373.7000122,367.25,373.0299988,2004700
2020-02-12 00:00:00+00:00,374.2900085,374.2900085,374.4299927,367.1499939,370.6400146,2355600
2020-02-13 00:00:00+00:00,374.8399963,374.8399963,377.7099915,372.3900146,372.5599976,1917100
2020-02-14 00:00:00+00:00,379.6700134,379.6700134,379.8299866,375.8500061,376.2799988,1690300
2020-02-18 00:00:00+00:00,378.8500061,378.8500061,382.5899963,378.5899963,380.2000122,2074400
2020-02-19 00:00:00+00:00,383.2799988,383.2799988,385,381.480011,383.8299866,2580400
2020-02-20 00:00:00+00:00,378.9599915,378.9599915,386.75,373.480011,384,3789300
2020-02-21 00:00:00+00:00,372.9500122,372.9500122,378.3399963,368.75,378.019989,2742800
2020-02-24 00:00:00+00:00,357.4100037,357.4100037,363.4599915,349,355.3900146,3924000
2020-02-25 00:00:00+00:00,347.7999878,347.7999878,363.9700012,346.2799988,361,4188100
2020-02-26 00:00:00+00:00,351.3399963,351.3399963,360.0700073,348.6000061,349.3999939,3489700
2020-02-27 00:00:00+00:00,337.519989,337.519989,352.2399902,337.269989,340,4737700
2020-02-28 00:00:00+00:00,345.1199951,345.1199951,345.4599915,324,324.4200134,6463400
2020-03-02 00:00:00+00:00,360.2799988,360.2799988,360.75,342.6099854,349.8099976,5398100
2020-03-03 00:00:00+00:00,348.3399963,348.3399963,364.9500122,344.0400085,361.7600098,4204500
2020-03-04 00:00:00+00:00,363.8500061,363.8500061,364.269989,350.0799866,354.3800049,4146300
2020-03-05 00:00:00+00:00,351.0299988,351.0299988,360.4500122,347.1900024,355.0599976,3199000
2020-03-06 00:00:00+00:00,336.769989,336.769989,344.1600037,326.6000061,340.4500122,5622900
2020-03-09 00:00:00+00:00,305.7900085,305.7900085,322.4400024,305.3299866,311.6799927,5291900
2020-03-10 00:00:00+00:00,332.3800049,332.3800049,332.9400024,309.3099976,318.980011,5973700
2020-03-11 00:00:00+00:00,315.230011,315.230011,326.3599854,309,324.3200073,4869200
2020-03-12 00:00:00+00:00,285,285,310.1300049,283,290.4100037,7230200
2020-03-13 00:00:00+00:00,335.5,335.5,336,298,312.8800049,8935200
2020-03-16 00:00:00+00:00,286.0299988,286.0299988,307.1099854,283.25,288.3599854,7140100
2020-03-17 00:00:00+00:00,311.8099976,311.8099976,312.9500122,278.3500061,291.2000122,6189100
2020-03-18 00:00:00+00:00,294.6099854,294.6099854,296.8699951,255.1300049,290,7293300
2020-03-19 00:00:00+00:00,307.5100098,307.5100098,318.7099915,281.1000061,291.769989,6023800
2020-03-20 00:00:00+00:00,295.3399963,295.3399963,324.7999878,293.769989,312.9200134,7461800
2020-03-23 00:00:00+00:00,307.269989,307.269989,312.4899902,287.7799988,296.6700134,6016800
2020-03-24 00:00:00+00:00,310,310,326.9899902,301.5899963,322.9599915,6592200
2020-03-25 00:00:00+00:00,305.9100037,305.9100037,317.6499939,298.1300049,308,4830400
